產業類別,公司代號,公司名稱,員工薪資總額(仟元),員工人數-加權平均(人),員工薪資-平均數(仟元/人),每股盈餘(元/股),同業公司員工薪資-平均數(仟元/人),同業公司平均每股盈餘(元/股),非經理人之全時員工薪資平均數未達50萬元,公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少,公司經營績效與員工薪酬之關聯性及合理性說明
光電業,6443,元晶,"603,326","1,251",482,-2.54,816,1.04,V,,,公司以製造業為主，大都為四班二輪之輪班制員工，現場技術員人佔全公司六成的人數。因去年度產業變化衝擊影響，輪班制（做二休二）的同仁（工作15天，休息15天）平日加班機會不多，導致薪資金額未達50萬。
食品工業,1220,台榮,"101,477",211,481,0.53,776,2.53,V,,,"本公司為飼料及食品製造業,生產設備多半自動化,另有部分較屬勞力密集,工作性質單純,因此多半雇用學歷在高中職或以下之員工,佔比約63%.而本公司近年陸續有為員工調整薪資,並發放年終獎金,提升員工福祉."
紡織纖維,1423,利華羊毛,"43,171",90,480,0.64,637,1.5,V,,,本公司屬紡織基礎工業，部分較辛勞的作業有聘用外籍勞工的需求，人數占非擔任主管職務之全時員工約為15-20%，其薪酬水準相較本國一般勞工而言會略為偏低。
電機機械,1506,正道,"164,246",343,479,-0.95,743,1.51,V,,,目前正道屬非擔任主管職務之全時員工(年度)薪資平均數未達50萬元範疇，未來將依據依獲利情形加薪調薪
鋼鐵工業,2033,佳大世界,"62,289",130,479,0.15,"1,115",1.57,V,,,本公司薪資一向優於政府法規，但礙於獲利(產品別與同業不盡相同)，致無法與一般同業相比，日後公司將秉持照顧員工初衷，持續加強公司競爭力，增進公司獲利率，將利潤分享員工，給員工更好薪資及福利。
紡織纖維,4426,利勤實業,"315,446",659,479,2.07,637,1.5,V,V,,"本企業為一傳統紡織產業,秉持穩健經營的態度,因位處於雲林農業首都,就業人口外移,人才招募不易,故外籍勞工所佔之人數稍多,達20~30%；因外籍勞工薪資政策之獨特性因素，故影響本公司整體薪資平均計算均值。"
其他電子業,3043,科風,"98,505",206,478,-0.01,"1,179",7.41,V,,,"因營業規模縮小,故獎金以及紅利金額減少,踏實穩健的經營,為公司奠定堅定獲利基礎,提升員工工作績效,予以公平、合理的薪酬,可以吸引、留住優秀人才,"
光電業,4976,佳凌,"439,057",922,476,0.44,816,1.04,V,,,本公司未於海外設廠‧產線員工相較多，且逢產業轉型，公司經營績效與員工薪酬之關聯尚屬合理。
電子零組件業,3229,晟鈦,"110,979",234,474,-0.77,785,5.37,V,,,本公司因工廠產線環境老舊，自107年度起進行工廠整改作業，致產能未達經濟規模，本公司為撙節開支在人力招聘與各項費用皆以嚴謹態度處置，另本國及外勞結構比例為85%：15%，單以本國勞工年平均薪資計算約為50萬元。
半導體業,6552,易華電,"273,157",576,474,2.2,"1,228",7.24,V,,,係本公司人力結構上雇用較多外籍勞工擔任直接人員所致
紡織纖維,1418,東華,"80,454",170,473,-4.01,637,1.5,V,,,本公司近年遇產業極地困境致經營績效差，雖多年未調薪但也從未降薪，亦未因薪資問題發生勞資糾紛。本公司去年開始進行資產活化，期能改善財務狀況，加強增進員工福利，俾落實公司治理。
生技醫療業,1598,岱宇國際,"309,941",656,472,1.2,674,1.42,V,,,本公司從事健身器材之研發、生產與銷售，工廠位於彰化縣，由於生產人力需求較高，以致非經理人之全時員工薪資平均數未達50萬元。本公司衡量整體營運狀況及工作績效審定員工薪酬，並藉由多元的福利措施留任人才。
光電業,2499,東貝光電,"414,707",880,471,0.19,816,1.04,V,,,非經理人之全時員工(年度)薪資平均數未達50萬元主係因107年度外籍員工較多且流動率較高所致。
觀光事業,2705,六福,"655,683","1,399",469,-3.87,552,1.38,V,,,近年集團整體營運尚屬虧損狀態，故除法令要求及績效調薪外無法全面調薪外，連帶影響年終發放及福利給予能力，另離職率偏高，新人進用及建教生/實習生補充運用比率提升，致整體(年度)薪資平均數較低。
電機機械,4555,台灣氣立,"100,271",214,469,2.49,743,1.51,V,V,,1.我們公司地處於新北市泰山區，屬於基層機械產業，不需要大量高端技術人員。2.近年持續與學校進行產學合作，因此實習生及替代役拉低總體平均。
通信網路業,2444,兆勁,"231,012",494,468,-0.96,"1,123",2.93,V,,,"因107年在被動元件缺料狀況下無法齊料生產,導致營收下降發生虧損,減少獎金發放,使非擔任主管職務之全時員工(年度)薪資平均數未達50萬,另外勞人力約佔總員工數26%,其薪資本原就較低,相對影響統計後之平均薪資."
半導體業,2329,華泰電子,"2,456,224","5,265",467,-0.2,"1,228",7.24,V,,,由於本公司在民國98年後連年虧損，雖於民國103年開始有所獲利，但在民國106年及107年仍因受記憶體晶片持續嚴重缺料因素影響，產生稅後虧損。故本公司尚未能針對員工加薪幅度之調升提供多餘的空間。
汽車工業,1339,昭輝,"145,969",313,466,4.15,707,5.02,V,,,"1.公司加權平均人數313人，移工約佔總人數1/3，因移工平均薪資較低，使整體平均薪資降低。2.本國人加權平均人數212人，本國人年薪資平均數506,379元。3.移工加權平均人數101人，移工年薪資平均數386,164元。"
鋼鐵工業,2017,官田鋼,"185,115",397,466,0.51,"1,115",1.57,V,,,1.本公司屬鋼鐵產業，部分較辛苦之職務由外籍勞工擔任之。目前外籍員工佔總員工人數26%，故影響本公司總平均薪資。2.107年度因產量因素，員工加班時數下降，加班費及生產獎金減少，影響平均薪資。
光電業,6477,安集,"113,821",244,466,2.42,816,1.04,V,V,,105年景氣衰退營運出現虧損，106年景氣復甦獲利回穩，薪資已逐步調整，比對106及107年年均薪資，薪資調幅達8%，本年度亦有調薪計劃；另因員工平均年資較淺約4.8年及平均年齡較輕約34歲，故對年均薪資計算影響大
貿易百貨,2911,麗嬰房,"426,002",926,460,-0.45,788,3.29,V,,,1公司屬勞力密集零售服務業，店櫃銷售人員佔比高達70%。2基層人員薪資結構為固定薪+獎金+加班費，固定薪資佔70%與市場結構相當。3依經營績效發放業績獎金，107年度營運虧損無員工酬勞，業績獎金及年終獎金有限。
食品工業,1236,宏亞食品,"307,182",671,458,0.12,776,2.53,V,,,"107年度公司經營績效未達預期目標,故發放的獎金數減少，影響員工薪酬。"
紡織纖維,1459,聯發紡織,"108,146",236,458,-1.18,637,1.5,V,,,員工薪酬除固定薪資外，另依本公司章程規定年度如有獲利應提撥1.5%作為員工酬勞(提撥前應先彌補累積虧損)以及每年度依公司經營狀況發放年終獎金。107年度為虧損年度故無發放員工酬勞並減發部分年終獎金。
電器電纜,1614,三洋電,"443,709",974,456,0.78,711,1.96,V,,,公司為根留台灣，產品自製生產線人力以外勞填補。另為善盡企業責任，任用技術生鼓勵回廠，但受法規限制無法加班。上述人員僅領基本工資，剔除後平均數為48萬。本公司人力學歷結構，學歷高中職以下員工佔比高所致。
觀光事業,8940,新天地,"194,357",427,455,-0.51,552,1.38,V,,,餐飲業以服務為本體，直(間)接服務員人數佔比高，相應主任以下人員數亦高，而對比中高管理階層人數佔比較低，平均薪資自然趨向人力結構分布。
電子零組件業,2413,環科,"265,383",584,454,0.05,785,5.37,V,,,本公司非擔任主管職務之全時員工人力結構：作業員28%、助理職33%、管理&工程職22％，非擔任台財證三字第920001301號函令規定經理人之主管職人數為17%；作業員與助理職佔全公司人數達61%，本公司屬勞力密集產業。
油電燃氣業,9937,全國,"425,562",938,454,2.38,"1,170",5.48,V,,,上市油電燃氣業無經營型態同本公司為專營加油站業者，其人員結構多屬月薪制。因行業特性，本公司員工多為現場服務人員，部分工時及月薪加油員佔全體人數2/3，平均薪資水準因而低於同業，然與上櫃加油站同業相當。
光電業,6209,今國光學,"330,440",729,453,-0.45,816,1.04,V,,,"1.本公司因近年進行產品結構轉型,因未獲利故無員工分紅2.台灣勞工招募不易且不願意上夜班輪班,故使用相當高比例的移工3.本公司已響應政府政策,近年來每年員工調薪幅度平均為3%以上"
食品工業,1213,大飲,"50,085",111,451,-1.1,776,2.53,V,,,公司員工多為生產線員工，管理組織也為扁平式組織，扣除主管人員後即為基層員工，目前並不清楚同業薪資，因此無從了解與同業差距。員工每年視法定基本薪資調整，依比例調整薪資，並依生產效能及營業狀況發三節獎金。
電機機械,1517,利奇機械,"238,421",530,450,0.41,743,1.51,V,,,本公司考量營運人力需求， 人力結構配置上以生產人員占比居多，另因員工酬勞依章程規定依當年度稅前淨利分派，惟因本年度營運績效未達預期，其分派金額因應調整；故員工薪酬狀況因應經營狀況及人力結構等因素調整。
紡織纖維,1453,大將,"6,269",14,448,3.74,637,1.5,V,V,,"本公司107年EPS為3.74元，獲利佳係處分紡紗廠土地廠房，使處分利益增加362,534仟元。若扣除處分利益，本業經營屬虧損狀態，營業收入28,277仟元，營業虧損39,917仟元。故107年員工薪酬與公司本業獲利表現應屬合理。"
電腦及週邊設備業,4916,事欣科,"37,636",84,448,3.06,"1,200",2.73,V,V,,"整體員工之年平均所得之所以未達 50萬元，係因直接員工人數為職員之2倍，本公司於107年營收獲利皆於同業之上,雖未及時將營收獲利分享與全體員工，本公司將於108年重新規劃整體員工之福利及薪資制度以期符合標準。"
紡織纖維,1472,三洋紡,"55,251",124,446,-1.59,637,1.5,V,,,本公司長期營運績效不佳，尚處虧損，暫無薪資調整計畫，惟本公司之薪資福利政策優於勞基法之規範。
光電業,2491,吉祥全,"3,113",7,445,-0.41,816,1.04,V,,,本公司目前所屬產業競爭加速，致市場成長面臨挑戰，整體經營環境仍具艱辛，截至107年底尚有待彌補虧損，故非擔任主管職務之全時員工年度薪資平均數未達主管機關之要求，將考量未來產業營運轉型情況適時調整之。
紡織纖維,1449,佳和實業,"343,494",785,438,-0.85,637,1.5,V,,,公司因長期虧損，因此年終獎金及績效獎金發放減少，故影響員工薪資總額。公司正朝本業轉型及積極土地開發來改善公司營運，待營運獲利後會增加年終獎金及績效獎金及員工紅利之發放。
汽車工業,1587,吉茂,"84,746",194,437,0.6,707,5.02,V,,,本公司地處偏鄉，人才要求不易致外籍員工人數較高拉低平均薪資，且對個人的學經歷及技能要求無法提高，僅能於就職過程中予以訓練及培養，雖無法達到規定金額仍盡力提高員工所得。
紡織纖維,1456,怡華,"24,870",57,436,0.13,637,1.5,V,,,非經理人之全時員工薪資平均數未達50萬元說明：本公司有紡織部及不動產部，紡織部主要員工在台南，107年紡織部毛利率4%，其平均薪資42萬元；不動產部主要員工在台北，107年不動產部毛利率18%，其平均薪資55萬元。
觀光事業,2712,遠雄來,"125,981",292,431,-0.3,552,1.38,V,,,"1.員工核薪依據公司薪資架構級距核訂2.飯店產業人力為基層員工居多,佔公司人數半數以上3.每年任用實習生約有40位,其薪資為法定薪資,亦會拉低均薪4.去年公司虧損,為照顧同仁,虧損狀態仍平均發給1個月的年終獎金"
電機機械,1541,錩泰,"169,822",397,428,1,743,1.51,V,,,"本公司為電動工具機產品之製造銷售，屬勞力密集之產業，且生產製造皆在台灣。全時員工人數397人中聘雇外籍勞工111人(107年之每月最低薪資標準為22,000元)，比例佔28%，以維持產業的競爭力，故拉低了整體薪資平均數。"
觀光事業,2701,萬企,"8,131",19,428,0.73,552,1.38,V,,,本公司營收來自租賃及育樂，租賃之招商、訂定係主管之職責，而育樂收入係受院線片強檔卡司陣容等因素影響。非主管之員工多從事一般事務工作，除有固定薪資保障外，並享有年終獎金、退休金、勞健保等一般員工福利。
其他,1435,中福國際,"3,795",9,422,-0.1,780,3.69,V,,,因人力結構的需求，107年第三季末及第四季增加1/3員工量，員工數年末增加，計算以全年度員工數及薪資數總額計之拉低了平均數。
建材營造,1438,裕豐,840,2,420,-0.12,783,1.81,V,,,主要原因為公司近年尚未籌措推案，以致無法彰顯公司經營績效。
觀光事業,2706,第一店,"15,865",38,418,0.86,552,1.38,V,,,本公司營業收入來自租賃及旅遊，租賃之作業由主管負責，旅遊收入係受大環境及政府政策推動所影響。本公司非主管員工係從事一般基本工作，除有固定薪資保障，並享有津貼、員工酬勞、退休金、勞健保等福利。
紡織纖維,1468,昶和纖維,"31,873",78,409,0.24,637,1.5,V,,,"本公司近年為二度就業人士,此部分員工均非專業技能人員；工作內容於協助工廠生產線之助手，而此員工薪資按一般人員薪資給付依符合規定,另外一部分員工為依法顧用外籍勞工,因上述人員薪資降低了本公司整體薪資配置。"
貿易百貨,2915,潤泰全球,"353,680",866,408,13.55,788,3.29,V,V,,"本公司獲利中轉投資收益佔比較高,若排除轉投資收益則獲利未能優於同業;又所營紡織廠及量販店等屬人力需求較高行業,因受景氣等因素的影響經營績效不佳,員工薪酬亦受影響。本公司將盡力提升營運績效,增進員工福祉。"
其他,9935,慶豐富,"150,653",370,407,1.43,780,3.69,V,,,本公司非擔任主管職務之全時員工人數370人，其中領取基本工資之外勞人數約占1/4，拉低了員工平均所得。
電子零組件業,2429,銘旺科,"21,477",54,398,-0.45,785,5.37,V,,,本公司非擔任主管職務之全時員工(年度)薪資平均數未達50萬元，係因整體經營環境不佳，雖有發放年終獎金，但因接單量未明顯上升，員工無需加班，故員工平均薪資未達50萬元。
觀光事業,2702,華園,"34,347",89,386,2.08,552,1.38,V,V,,依據106年工業及服務業受僱員工全年總薪資中位數及分布統計結果，住宿及餐飲業全年總薪資中位數35萬，107年度非擔任主管職務之全時員工(年度)薪資平均數38.6萬，平均每月約3.2萬元，優於法定最低工資。
觀光事業,2722,夏都,"156,832",430,365,0.19,552,1.38,V,,,"本公司為一般旅館業及餐館業,著重現場服務品質及配合政府推行建教合作,偏重於基層服人員較多,故薪資平均數較低.107年度本公司新增營運據點及合併子公司,合併公司淨利較去年同期減少,故每股盈餘較去年同期減少。"
食品工業,1235,興泰,"8,890",26,342,1.25,776,2.53,V,,,1.本公司是成立40多年的老廠，老員工已相繼退休，目前員工為年資較淺之新員工，薪資不若已退休之老員工。2.公司獲利高於同業水準，然獲利原因為業外投資收益(股利及權益法投資收益）所致，本業實則處於虧損狀態。
